ShortSymbol,sector,fullTimeEmployees,longBusinessSummary,city,totalRevenue,revenuePerShare,shortName,longName,symbol,sharesOutstanding,marketCap
INDUSINDBK,Financial Services,29661,"IndusInd Bank Limited provides various banking products and services to individuals, NRIs, business owners, corporates, and government and financial institutions. It operates through four segments: Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations. The company offers current, savings, defense and corporate salary, and RFC accounts; and fixed and FCNR, sweep in/out deposits, senior citizen schemes, young saver deposits, and recurring and RFC deposits, as well as Rupee multiplier products. It also provides home, personal, car, two wheeler, gold, agricultural, and medical equipment loans, as well as loans against property and securities; business loans; and loan on credit cards. In addition, the company offers transaction banking services, including letters of credit/guarantees, structured trade and export finance, and import finance solutions, as well as cash management and remittance services; investment products, such as demat account, mutual fund, gold bond, national pension system, and equity trading; project finance, debt underwriting and placement, advisory related to M&A and equity raise, structured credit products, etc.; and health, general, life, and card protection insurance. Further, it provides debit, credit, forex, and commercial cards; individual outward remittances, foreign currency bank notes and demand drafts, and travelers cheques; financial inclusion products; trade and foreign exchange accounts; real estate developer financing and bullion services; correspondent banking services; and forex and derivative desk, information and advisory, and remittances through forex channel services. As of June 30, 2021, the company had 2,015 branches and 2,870 ATMs in India, as well as representative offices in London, Dubai, and Abu Dhabi. IndusInd Bank Limited was incorporated in 1994 and is based in Mumbai, India.",Mumbai,1.39481E+11,181.834,INDUSIND BANK LTD,IndusInd Bank Limited,INDUSINDBK.NS,774161024,9.20555E+11
NAUKRI,Communication Services,4500,"Info Edge (India) Limited operates as an online classifieds company in the areas of recruitment, matrimony, real estate, and education and related services in India and internationally. It operates through Recruitment Solutions, 99acres, and Other segments. The company offers recruitment services through naukri.com, an online job website for job seekers and corporate customers, including hiring consultants/firms; firstnaukri.com, a job search network for college students and recent graduates; naukrigulf.com, a website catering to Gulf markets; and quadranglesearch.com, a site that provides off-line placement services to middle and senior management, as well as Highorbit/iimjobs.com, hirist.com, ambitionbox.com, bigshyft.com, and jobhai.com. It also provides 99acres.com, which offers listing of properties for sale, purchase, and rent; Jeevansathi.com, an online matrimonial classifieds services; and shiksha.com, an education classified website that helps students to decide their undergraduate and postgraduate options by providing useful information on careers, exams, colleges, and courses. In addition, it provides internet, computer, and electronic and related services; and software development, consultancy, technical support for consumer companies, SAAS providers, and other services in the field of information technology and product development, as well as brokerage services in the real estate sector. Further, the company as acts as an investment adviser and manager, financial and management consultant, and sponsor of alternative investment funds, as well as provides advertising space for colleges and universities on www.shiksha.com. Info Edge (India) Limited was incorporated in 1995 and is based in Noida, India.",Noida,11623319552,90.979,INFO EDGE,Info Edge (India) Limited,NAUKRI.NS,128784000,7.8743E+11
INFY,Technology,279617,"Infosys Limited, together with its subsidiaries, provides consulting, technology, outsourcing, and next-generation digital services in North America, Europe, India, and internationally. It provides application development and management, independent validation, product engineering and management, infrastructure management, enterprise application management, and support and integration services. The company's products and platforms include Finacle, a core banking solution; Edge suite of products; Infosys Nia, an artificial intelligence platform; Infosys McCamish - an insurance platform; Wingspan, a customizable learning platform; Stater mortgage servicing platform; Panaya automation suite; and Skava, an e-commerce suite. The company serves clients in the financial services and insurance, life sciences and healthcare, manufacturing, retail, consumer packaged goods and logistics, hi-tech, communications, telecom OEM, media, energy, utilities, resources, services, and other industries. It has collaboration agreements with Rolls-Royce, BP plc, Newmont Corporation, RXR Realty, Majesco Limited, and Centre for Accessibility Australia; and a strategic partnership with The Economist Group Limited to enable and enhance sustainability solutions through a business-to-business model. The company was formerly known as Infosys Technologies Limited and changed its name to Infosys Limited in June 2011. Infosys Limited was incorporated in 1981 and is headquartered in Bengaluru, India.",Bengaluru,14908000256,3.52,INFOSYS LTD,Infosys Limited,INFY.NS,4190370048,7.16009E+12
INDIGO,Industrials,23204,"InterGlobe Aviation Limited provides air transportation services in India and internationally. The company primarily operates IndiGo passenger airline. It also offers ancillary products and services, such as cargo, service requests, ticket modification and cancellation, in-flight sales, ground handling, and tour services. As of March 31, 2021, the company operated a fleet of 285 aircraft. InterGlobe Aviation Limited was incorporated in 2004 and is based in Gurugram, India.",Gurugram,1.97483E+11,513.05,INTERGLOBE AVIATIO,InterGlobe Aviation Limited,INDIGO.NS,385147008,8.36135E+11
JSWSTEEL,Basic Materials,13128,"JSW Steel Limited engages in the manufacture and sale of iron and steel products in India and internationally. The company provides hot rolled and cold-rolled coils, as well as galvanized, galvalume, and color coated products; and TMT bars, wire rods, and special alloy steel products. Its products are used in automotive, general engineering, machinery, and projects and construction applications. The company was formerly known as Jindal Vijayanagar Steel Limited and changed its name to JSW Steel Limited in June 2005. JSW Steel Limited was founded in 1982 and is based in Mumbai, India.",Mumbai,1.10198E+12,458.311,JSW STEEL LTD,JSW Steel Limited,JSWSTEEL.NS,2417220096,1.64419E+12
JINDALSTEL,Basic Materials,6088,"Jindal Steel & Power Limited operates in the steel, power, mining, and infrastructure sectors in India and internationally. It operates through Iron and Steel Products, Power, and Others segments. The company offers track and crane rails, and flash-butt welded rail panels; and medium and heavy hot rolled parallel flange beams and column sections for use in refineries, metro rail projects, airports, flyovers, power plants, highways, malls, and high rise buildings. It also provides discrete and cut to length plates, and hot rolled coils that are used in general engineering and structural fabrication, railway wagons, pressure vessels and boilers, oil and gas pipelines, bridges and flyovers, shipbuilding, earthmoving equipment, wind mills, and defense equipment; angles and channels for infrastructure, and industrial and light construction segments; TMT rebars; wire rods for various applications; round bars; and fabricated sections. In addition, the company offers suspended concrete flooring systems for use in steel frame structures, RCC frame buildings, poured insitu or precast concrete frames, light gauge steel frames, and conventional structural brick wall constructions; semi-finished products for pipe industries, integrated mills, and rolling facilities; and coal-based sponge iron products. Further, it operates coal and iron ore mines located at various locations in India and internationally; a 3400 MW thermal power plant in Tamnar, Chhattisgarh; and a 258 KM long 400 KV double circuit transmission line to pump the power into the National Grid in India. Additionally, the company produces cement under the Jindal Panther brand; and provides structural steel fabrication and project management services for constructing steel buildings, as well as offers engineering based customized construction solutions. The company was incorporated in 1979 and is based in New Delhi, India.",New Delhi,4.36514E+11,427.729,JINDAL STEEL & PWR,Jindal Steel & Power Limited,JINDALSTEL.NS,1020019968,4.31672E+11
JUBLFOOD,Consumer Cyclical,36001,"Jubilant FoodWorks Limited operates as a food service company. It develops and operates Domino's Pizza restaurants in India, Sri Lanka, Bangladesh, and Nepal; and Dunkin' Donuts and Hong's Kitchen restaurants in India. The company operates 1,380 Domino's Pizza restaurants in 298 cities; 27 Dunkin' Donuts restaurants in 8 cities; and 11 Hong's Kitchen restaurants in 3 cities in India. It also sells its products online. The company was incorporated in 1995 and is based in Noida, India.",Noida,41165082624,312.234,JUBILANT FOODWORKS,Jubilant FoodWorks Limited,JUBLFOOD.NS,131969000,4.98269E+11
KOTAKBANK,Financial Services,73000,"Kotak Mahindra Bank Limited, provides banking and financial services to corporate and individual customers in India. It operates through Treasury, BMU, and Corporate Centre; Retail Banking; Corporate/Wholesale Banking; Vehicle Financing; Other Lending Activities; Broking; Advisory and Transactional Services; Asset Management; and Insurance segments. The Treasury, BMU and Corporate Centre segment engages in dealing in debt, equity, money and forex market, derivatives, and investments; and the primary dealership of government securities and balance sheet management unit (BMU) responsible for asset liability management. The Retail Banking segment offers commercial vehicle finance, personal, home, and other loans/services, and agriculture finance services. This segment also provides savings, current, and term deposit accounts; branch banking network and services, including distribution of financial products; and credit cards. The Corporate/Wholesale Banking segment offers wholesale borrowings and lending, and other related services to the corporate sector. Its Vehicle Financing segment provides retail vehicle and wholesale trade finance to auto dealers. The Other Lending Activities segment offers financing against securities, securitization, and other loans/services. Its Broking segment provides brokerage income on market transactions and delayed payments interest; and distributes financial products. The Advisory and Transactional Services segment offers mergers and acquisition advice, and equity/debt issue management services. Its Asset Management segment engages in the management of funds and investments on behalf of clients and funds. The Insurance segment provides life insurance and general insurance products. As of March 31, 2021, it had a network of 1,604 branches and 2,598 ATMs; and branches in GIFT City and DIFC, Dubai. Kotak Mahindra Bank Limited was incorporated in 1985 and is based in Mumbai, India.",Mumbai,4.40697E+11,222.452,KOTAK MAHINDRA BAN,Kotak Mahindra Bank Limited,KOTAKBANK.NS,1983090048,4.07922E+12
LTI,Technology,42382,"Larsen & Toubro Infotech Limited, a technology consulting and digital solutions company, provides information technology services and solutions in India, North America, Europe, the Asia Pacific, and internationally. The company operates through Banking, Financial Services & Insurance; Manufacturing; Energy & Utilities; HighÂTech, Media & Entertainment; and CPG, Retail, Pharma & Others segments. It offers application development, maintenance and outsourcing, enterprise solution, infrastructure management, testing, digital solution, and platform-based solution services. Larsen & Toubro Infotech Limited has a strategic collaboration agreement with Amazon Web Services, Inc. to focus on migration and modernization, SAP application workloads, data analytics, and Internet of Things; and a strategic partnership with eClinicalHealth Limited to enhance digital innovation in clinical trials management process for patient centric drug development. The company was formerly known as L&T Information Technology Limited and changed its name to Larsen & Toubro Infotech Limited in June 2001. The company was incorporated in 1996 and is based in Mumbai, India. Larsen & Toubro Infotech Limited is a subsidiary of Larsen & Toubro Limited.",Mumbai,1.36517E+11,781.035,LARSEN AND TOUBRO,Larsen & Toubro Infotech Limited,LTI.NS,175192992,1.18518E+12
LT,Industrials,40253,"Larsen & Toubro Limited engages in engineering, construction, and manufacturing operations worldwide. The Infrastructure segment engineers and constructs building and factories, transportation infrastructure, heavy civil infrastructure, power transmission and distribution, water and effluent treatment, and metallurgical and material handling systems. The Power segment offers turnkey solutions for coal-based and gas-based thermal power plants, including power generation equipment with associated systems and balance-of-plant packages. The Heavy Engineering segment manufactures and supplies custom designed, engineered critical equipment and systems to the fertilizer, refinery, petrochemical, chemical, oil and gas, and thermal and nuclear power industries. The Defence Engineering segment designs, develops, produces, and supports equipment, systems, and platforms for the defense and aerospace sectors. This segment also designs, constructs, and repairs/refits defense vessels. The Others segment engages in the realty, hydrocarbons, and industrial valves businesses; smart world and communication businesses, including military communications; marketing and servicing of construction and mining machinery and parts; and manufacturing and sale of rubber processing machinery. The company was founded in 1938 and is headquartered in Mumbai, India.",Mumbai,1.50983E+12,1074.877,LARSEN & TOUBRO,Larsen & Toubro Limited,LT.NS,1404839936,2.68177E+12
LUPIN,Healthcare,18573,"Lupin Limited, a pharmaceutical company, develops, produces, markets, and sells a range of branded and generic formulations, biotechnology products, active pharmaceutical ingredients (APIs), and specialty products in India, the United States, Japan, and internationally. It offers formulations for use in the therapeutic areas of cardiovascular, diabetology, asthma, pediatrics, central nervous system, gastrointestinal, anti-infective, nonsteroidal anti-inflammatory drug therapy, respiratory, women's health, anti-tuberculosis, and cephalosporin, as well as digital therapeutics platform for doctors and patients. The company is also involved in the provision of biosimilar and over-the-counter products; and drug discovery and development programs in the therapeutic areas of oncology, immunology, and metabolic disorders, as well as bio clinical research activities. It has a licensing, development, and commercialization agreement with Boehringer Ingelheim for Lupin's MEK inhibitor compound (LNP3794) as a potential targeted therapy for patients with cancers. The company was formerly known as Lupin Chemicals Limited and changed its name to Lupin Limited in 2001 as a result of its amalgamation with Lupin Laboratories Limited. Lupin Limited was founded in 1968 and is headquartered in Mumbai, India.",Mumbai,1.61616E+11,356.139,LUPIN LTD,Lupin Limited,LUPIN.NS,454051008,4.24197E+11
M&M,Consumer Cyclical,260000,"Mahindra & Mahindra Limited provides mobility products and farm solutions in India and internationally. The company operates through Automotive, Farm Equipment, Financial Services, Hospitality, Real Estate, and Others segments. It offers aircrafts, and airframe parts and assemblies; passenger and commercial vehicles, trucks, buses, vans, cars, utility vehicles, and electric vehicles; personal and commercial watercrafts; motorcycles, scooters, mopeds, and electric two wheelers; construction equipment, such as backhoe loaders under the Mahindra EarthMaster brand; and road construction equipment comprising motor graders under the Mahindra RoadMaster brand. The company also provides land and naval systems, defense electronics, and security consulting services for defense industry; pre-owned car and car services; and farm equipment. In addition, it operates M2All, an e-commerce platform for various portfolio of products; approximately 100 resorts; and solar PV projects. Further, the company offers financial services comprising retail and other loans, SME finance, housing finance, mutual funds, and life and non-life insurance broking services, as well as vehicle and equipment financing; logistics services; information security and risk management, engineering consulting, and business process management consulting services; and information technology services, as well as power backup solutions, such as diesel and gas generators. Additionally, it engages in the management, development, and operation of commercial complexes; sale of timeshare and vacation ownership; and making, processing, and trading of steel for automotive, non-automotive, and power industries. The company has a strategic alliance with Ford Motor Company. The company was incorporated in 1945 and is headquartered in Mumbai, India.",Mumbai,8.2325E+11,742.036,MAHINDRA &MAHINDRA,Mahindra & Mahindra Limited,M&M.NS,1243190016,1.08512E+12
MARICO,Consumer Defensive,,"Marico Limited, together with its subsidiaries, manufactures and markets consumer products. The company offers coconut oil, hair oils, refined edible oils, anti-lice treatments, fabric care, health foods, hair waxes and gels, hair serums, shampoos, after showers, hair creams and conditioners, deodorants, hand sanitizers, body Lotion and gels, body oils, baby care, and other skin care and male grooming products, as well as hygiene products. It markets its products under the Parachute, Parachute Advansed, Nihar, Nihar Naturals, Saffola, Hair & Care, Revive, Mediker, Livon, and Set-wet brand names in India; and under the Parachute, Parachute Advansed, FiancÃ©e, Hair Code, Caivil, Hercules, Black Chic, Code 10, Ingwe, X-men, and Thuan Phat brand names internationally. The company's distribution network comprises regional offices, carrying and forwarding agents, redistribution centers, and distributors. Marico Limited was incorporated in 1988 and is headquartered in Mumbai, India.",Mumbai,80480002048,62.351,MARICO LTD,Marico Limited,MARICO.NS,1291350016,7.19989E+11
MARUTI,Consumer Cyclical,16025,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India, rest of Asia, Europe, Africa, Oceania, and Latin America. The company offers passenger vehicles, multi utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing. In addition, the company offers driving school, accessories, insurance, auto card, pre-owned car, and financing products and services. As of March 31, 2021, it had a network of 4,044 workshops across 2,014 towns and cities. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",New Delhi,8.40378E+11,2778.371,MARUTI SUZUKI IND,Maruti Suzuki India Limited,MARUTI.NS,302080000,2.34033E+12
MUTHOOTFIN,Financial Services,,"Muthoot Finance Limited operates as a gold financing company in India. It provides personal and business loans secured by gold jewelry, or gold loans primarily to individuals; micro finance; and loans to landlords. The company also offers gold coins, money transfer, foreign exchange, insurance, ATM, wealth succession, and housing finance services; mutual funds and non-convertible debentures; and wealth management services, including risk evaluation, client evaluation, value analysis, and consultancy. In addition, the company provides Travel Jango that provides international and domestic air ticketing service, Visa services and assistance, tour packages, hotel booking, travel insurance, and bus ticketing services. Further, it generates electric power through wind. As of March 31, 2020, the company operated approximately 4,567 branches in 29 states. Muthoot Finance Limited was founded in 1887 and is headquartered in Kochi, India.",Kochi,77096001536,192.172,MUTHOOT FINANCE LT,Muthoot Finance Limited,MUTHOOTFIN.NS,401196000,6.13896E+11
NMDC,Basic Materials,,"NMDC Limited, together with its subsidiaries, explores for and produces iron ore in India. The company also explores for a range of minerals, such as copper, rock phosphate, lime stone, dolomite, gypsum, bentonite, magnesite, diamond, tin, tungsten, graphite, beach sands, etc., as well as coal and gold ores. In addition, it produces and sells sponge iron; and generates and sells wind power. The company primarily holds interests in the Bailadila iron ore mines located in Kirandul Complex and Bacheli Complex, Chattisgarh; Donimalai iron ore mines located in various regions, including Kudremukh, Donimalai, Bababudan, Kumaraswamy, and Ramandurg in Karnataka; and a diamond mining project located in Panna, Madhya Pradesh. It also exports its iron ore to Japan and South Korea. The company was formerly known as National Mineral Development Corporation Limited. NMDC Limited was founded in 1958 and is headquartered in Hyderabad, India.",Hyderabad,1.99448E+11,66.531,NMDC LTD,NMDC Limited,NMDC.NS,2930609920,4.17172E+11
NTPC,Utilities,16798,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates in two segments, Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It also offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, it sells electricity to private DISCOMs operating in various states. As of March 31, 2021, the company had an installed power generation capacity of 65,810 megawatt. NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",New Delhi,1.15224E+12,117.695,NTPC LTD,NTPC Limited,NTPC.NS,9696669696,1.3299E+12
NESTLEIND,Consumer Defensive,7747,"NestlÃ© India Limited manufactures and sells food products in India. It provides milk products and nutrition, including dairy whitener, condensed and UHT milk, yoghurt, maternal and infant formula, baby food, and health care nutrition products; prepared dishes and cooking aids, such as noodles, sauces, seasonings, pasta, and cereals; powdered and liquid beverages comprising instant coffee and tea, and ready to drink beverages; and confectionery products consisting of bar countlines, tablets, and sugar confectionery products. The company also offers vending and food services. It also exports its products. The company was incorporated in 1959 and is headquartered in Gurugram, India.",Gurugram,1.40386E+11,1455.989,NESTLE INDIA,Nestlé India Limited,NESTLEIND.NS,96415696,1.82122E+12
ONGC,Energy,,"Oil and Natural Gas Corporation Limited explores for, develops, and produces crude oil and natural gas in India and internationally. It operates through Exploration and Production, and Refining & Marketing segments. The company also engages in the refining and marketing of petroleum products; transportation of oil and natural gas; and production of liquefied petroleum gas, ethane/propane, naphtha, superior kerosene oil, low sulphur high stock, aviation turbine fuel, and high speed diesel. In addition, it generates electric power through 726 megawatts (MW) gas based power project in Tripura; 51 MW wind power project in Surajbari, Gujarat; and 102 MW wind power project in Rajasthan, as well as generates solar power through a total installed capacity of 23 MW. The company was incorporated in 1993 and is based in New Delhi, India.",New Delhi,3.60572E+12,286.706,OIL & NATURAL GAS,Oil and Natural Gas Corporation Limited,ONGC.NS,12580299776,1.91361E+12
PIIND,Basic Materials,2963,"PI Industries Limited manufactures and distributes agro chemicals in India, rest of Asia, North America, Europe, and internationally. The company offers agrochemicals, including insecticides, fungicides, and herbicides; specialty products; and generic molecules, such as profenofos, ethion, and phorate primarily under the Nominee Gold, Osheen, Biovita, Cosko, Roket, Keefun, Elite, Humesol, and Awkira brands, as well as chemical and active intermediates. It also provides research and development (R&D) services comprising target discovery, molecule design, library synthesis, lead optimization, biological evaluation, and route synthesis services; and custom synthesis and manufacturing solutions consisting of process R&D, analytical method development, synthesis of reference standards, structure elucidation and synthesis of impurities, physio-chemical studies and 5-batch analysis under GLP conditions, scale-up studies, safety data generation, waste categorization and treatability studies, process/plant engineering, and large-scale commercial production. It sells its products through distributors/dealers and retailers. The company was formerly known as Mewar Oil & General Mills Ltd. PI Industries Limited was incorporated in 1946 and is based in Gurugram, India.",Gurugram,47106998272,311.461,PI INDUSTRIES,PI Industries Limited,PIIND.NS,151712992,4.19896E+11
PIDILITIND,Basic Materials,6376,"Pidilite Industries Limited, together with its subsidiaries, manufactures and sells consumer and specialty chemicals in India and internationally. The company operates in two segments, Consumer & Bazaar, and Business to Business. It offers adhesives, sealants, art and craft materials, construction and paint chemicals, and others for use by carpenters, painters, plumbers, mechanics, households, students, offices, etc. The company also provides industrial adhesives and resins, construction chemicals, organic pigments, pigment preparations, etc. for use in various industries, including packaging, joineries, textiles, paints, printing inks, paper, leather, etc. In addition, it offers specialty acetates, raw materials, etc.; and waterproofing services, as well as wood finishes. Further, the company manufactures and sells floor coatings. It sells its products primarily under the Fevicol, Fevicol MR, Dr. Fixit, Fevikwik, M-Seal, Fevistick, Fevicryl, Hobby Ideas, and other brands. Pidilite Industries Limited was founded in 1959 and is based in Mumbai, India.",Mumbai,83516596224,164.12,PIDILITE INDUSTRIE,Pidilite Industries Limited,PIDILITIND.NS,508152992,1.22363E+12
PEL,Healthcare,4900,"Piramal Enterprises Limited operates in financial services and pharmaceuticals businesses in India, North America, Europe, Japan, and internationally. It operates through Pharmaceuticals Manufacturing and Services, and Financial Services segments. The company provides financing to real estate developers, as well as corporate clients in non-real estate sectors. It also offers housing loans to individual customers; builds a retail lending platform; and engages in the investment activities. In addition, the company offers contract development and manufacturing solutions across the drug life cycle, including drug discovery, production, and manufacturing of active pharmaceutical ingredients and formulations; and inhalation and injectable anaesthesia, injectable pain, antibiotics, and other medications, as well as intrathecal spasticity management drugs. Further, it provides over-the-counter products for analgesics, skin care, vitamins and supplements, kids' wellness, digestives, women's health, and hygiene and protection primarily under the Saridon, Lacto Calamine, I-Pill, Supradyn, Polycrol, and Tetmosol brands. The company was formerly known as Piramal Healthcare Limited and changed its name to Piramal Enterprises Limited in July 2012. Piramal Enterprises Limited was incorporated in 1947 and is based in Mumbai, India.",Mumbai,1.2986E+11,547.582,PIRAMAL ENTERPRISE,Piramal Enterprises Limited,PEL.NS,237128000,6.51616E+11
POWERGRID,Utilities,8766,"Power Grid Corporation of India Limited, a central transmission utility, engages in the transmission of power in India. As of October 31, 2020, it owned and operated 1,68,140 circuit kms of transmission lines, as well as 220 EHV substations with transformation capacity of 4,19,815 MVA. The company also provides consultancy services, including power system planning and techno-economic feasibility studies; environmental and social impact assessment; design and engineering; procurement assistance; project management and construction supervision; asset management; and other services, such as owners' and lenders' engineer service; grid code preparation; tariff mechanisms preparation; legal and technical advisory; and market analysis advisory services. Power Grid Corporation of India Limited offers its consultancy services to firms, utilities, government departments, and IFIs in Afghanistan, Bangladesh, Kenya, Ethiopia, the United Arab Emirates, Nepal, Bhutan, Myanmar, Kyrgyzstan, Tajikistan, and Pakistan. In addition, it provides overhead optic fiber network services using optical ground wire on power transmission lines under the POWERTEL brand name. The company was formerly known as National Power Transmission Corporation Limited and changed its name to Power Grid Corporation of India Limited in October 1992. Power Grid Corporation of India Limited was incorporated in 1989 and is headquartered in Gurugram, India.",Gurugram,4.03989E+11,57.907,POWER GRID CORP,Power Grid Corporation of India Limited,POWERGRID.NS,5231589888,9.68106E+11
PGHH,Consumer Defensive,424,"Procter & Gamble Hygiene and Health Care Limited manufactures and sells branded packaged fast-moving consumer goods in the femcare and healthcare businesses in India. It provides health care products, including ointments and creams, cough drops, and tablets; and hygiene products comprising feminine hygiene and other skin care hygiene products. The company offers its products under the Vicks, Whisper, and Old Spice brand names. It sells its products through retail operations, including mass merchandisers, as well as grocery, membership club, drug, department, and high frequency stores. The company was incorporated in 1964 and is based in Mumbai, India. Procter & Gamble Hygiene and Health Care Limited is a subsidiary of Procter & Gamble Overseas India BV.",Mumbai,34220800000,1054.213,PROCTER&GAMBLE IND,Procter & Gamble Hygiene and Health Care Limited,PGHH.NS,32460700,4.67807E+11
PNB,Financial Services,101802,"Punjab National Bank provides various banking and financial products and services in India. The company operates through Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations segments. It offers personal banking products and services, including saving fund accounts, current accounts, fixed deposit, and capital gain account and gold monetization schemes; housing, vehicle, education, personal, and mortgage loans; and cards. The company also provides various micro, small, and medium enterprises schemes; banking products for government customers; agricultural banking services; corporate banking products and services consisting of loans against future lease rentals, working capital financing, and term loans; EXIM finance and cash management services, as well as gold card schemes for exporters; and international banking products and services. In addition, it offers insurance services, such as life, fire, motor vehicle, marine, theft/burglary, fidelity guarantee, personal accident, health, travel, house hold goods, etc.; and depository, mutual fund, merchant banking, and application supported by blocked amount services. Further, the company provides mobile banking, SMS banking, missed call, e-statement, ATM, cash deposit machine, passbook updating machine, and electronic cheque deposit machine services, as well as debit cards. As of March 31, 2021, it operated a network of 10,769 branches in India; and 2 branches comprising 1 in Hong Kong and 1 in Dubai, as well as 2 representative offices in Bangladesh and Myanmar. The company was founded in 1895 and is headquartered in New Delhi, India.",New Delhi,2.28984E+11,22.836,PUNJAB NATL BANK,Punjab National Bank,PNB.NS,11011000320,4.61361E+11
RELIANCE,Energy,236334,"Reliance Industries Limited engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, textile, retail, digital, and financial services businesses worldwide. The company produces and markets petroleum products, such as liquefied petroleum gas, propylene, naphtha, gasoline, jet/aviation turbine fuel, kerosene oil, diesel, Sulphur, and petroleum coke. It also provides petrochemicals, including high-density and low-density polyethylene (PE), linear low density PE, polyester fibers and yarns, polypropylene, polyvinyl chloride, polyester yarn, purified terephthalic acid, ethylene glycols and oxide, paraxylene, ortho xylene, benzene, linear alkyl benzene and paraffin, poly butadiene rubber, styrene butadiene rubber, butyl rubber, and polyethylene terephthalate. In addition, the company manufactures and markets yarns, fabrics, apparel, and auto furnishings; explores, develops, and produces crude oil and natural gas; and operates various stores comprising neighborhood, supermarket, hypermarket, wholesale cash and carry, specialty, online, pharmacy, and grocery stores, as well as stores that offer apparel, beauty and cosmetics, accessories, footwear, consumer electronics, connectivity products, and others. As of March 31, 2021, it operated 12,711 retail stores. Further, it provides range of digital services under the Jio brand name; and non-banking financial and insurance broking services. Further, it operates news and entertainment platforms, finance portals, fashion and lifestyle portals, and online ticket booking platforms, as well as Network18 and television channels; publishes magazines; and offers highway hospitality and fleet management services. The company was incorporated in 1973 and is based in Mumbai, India.",Mumbai,5.1862E+12,803.789,RELIANCE INDS,Reliance Industries Limited,RELIANCE.NS,6762070016,1.68974E+13
SBICARD,Financial Services,3869,"SBI Cards and Payment Services Limited, a non-banking financial company, issues credit cards to individual and corporate customers in India. It acts as corporate insurance agent for selling insurance policies to credit card customers. The company also offers AURUM, Paytm, DMRC, BPCL, IRCTC, and SBI Elite and Prime Amex-SBI cards, as well as SimplySave and SimplyClick cards. SBI Cards and Payment Services Limited has a strategic partnership with American Express; and partnership agreement with Paytm, RuPay, and Delhi Metro Rail Corporation, as well as collaboration with GooglePay and JioPay. The company was incorporated in 1998 and is headquartered in Gurugram, India. SBI Cards and Payment Services Limited is a subsidiary of State Bank of India.",Gurugram,56907599872,60.553,SBI CARDS & PAYMEN,SBI Cards and Payment Services Limited,SBICARD.NS,941027968,1.05452E+12
SBILIFE,Financial Services,17333,"SBI Life Insurance Company Limited operates as a private life insurance company in India. Its life insurance business comprises of individual life and group business, including participating, non-participating, pension, group gratuity, group leave encashment, group superannuation, group immediate annuity, unit-linked and variable insurance products, health, and micro insurance. The company also provides accident and disability benefit, level term, and critical illness insurance products. It offers its products through a multi-channel distribution network comprising individual agents, SBI branches, brokers, corporate agents, banca partners, and certified insurance facilitators, as well as common service centre, insurance marketing firm, direct business, and website and web aggregators. The company was incorporated in 2000 and is based in Mumbai, India. SBI Life Insurance Company Limited is a subsidiary of State Bank of India.",Mumbai,8.1723E+11,817.11,SBI LIFE INSURANCE,SBI Life Insurance Company Limited,SBILIFE.NS,1000110016,1.18188E+12
SHREECEM,Basic Materials,6259,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 742 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it also produces autoclaved aerated concrete blocks, a lightweight, precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",Kolkata,1.48011E+11,4102.24,SHREE CEMENT LTD,Shree Cement Limited,SHREECEM.NS,36080700,1.04859E+12
